resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,rank
458,40,1,1,2,2,2,2,2,8,78,4.095,6033424,2
459,40,13,6,5,3,3,3,3,6,78,+1:09.114,6098443,4
460,40,21,4,3,4,4,4,4,5,77,0,0,5
461,40,9,2,10,8,5,5,5,4,77,0,0,3
462,40,2,2,9,7,6,6,6,3,77,0,0,12
463,40,25,3,17,11,7,7,7,2,77,0,0,7
464,40,8,6,6,16,8,8,8,1,77,0,0,6
465,40,26,5,19,18,9,9,9,0,77,0,0,10
466,40,22,11,8,9,10,10,10,0,77,0,0,13
467,40,18,11,7,10,11,11,11,0,77,0,0,9
468,40,3,3,16,5,12,12,12,0,77,0,0,11
469,40,5,4,4,15,13,13,13,0,76,0,0,14
470,40,14,9,14,13,14,14,14,0,76,0,0,8
471,40,15,7,12,14,15,15,15,0,76,0,0,18
472,40,23,7,11,20,16,16,16,0,76,0,0,17
473,40,11,8,22,21,17,17,17,0,76,0,0,15
474,40,19,8,23,17,18,18,18,0,76,0,0,16
475,40,27,12,21,22,19,19,19,0,70,0,0,20
476,40,16,12,20,19,0,0,20,0,53,0,0,19
477,40,17,9,15,6,0,0,21,0,17,0,0,21
478,40,24,5,18,12,0,0,22,0,2,0,0,0
479,41,1,1,2,1,1,1,1,10,70,44:11.3,6251292,2
480,41,2,2,9,3,2,2,2,8,70,4.343,6255635,3
481,41,25,3,17,19,3,3,3,6,70,5.325,6256617,11
482,41,5,4,4,22,4,4,4,5,70,6.729,6258021,13
483,41,8,6,6,4,5,5,5,4,70,13.007,6264299,5
484,41,11,8,22,11,6,6,6,3,70,16.698,6267990,12
485,41,4,1,1,2,7,7,7,2,70,21.936,6273228,1
486,41,23,7,11,18,8,8,8,1,70,22.888,6274180,10
487,41,17,9,15,6,9,9,9,0,70,22.96,6274252,9
488,41,3,3,16,7,10,10,10,0,70,23.984,6275276,6
489,41,19,8,23,17,11,11,11,0,70,24.318,6275610,15
490,41,22,11,8,13,12,12,12,0,70,30.439,6281731,14
491,41,15,7,12,10,0,0,13,0,58,0,0,17
492,41,24,5,18,12,0,0,14,0,54,0,0,19
493,41,27,12,21,21,0,0,15,0,47,0,0,18
494,41,14,9,14,14,0,0,16,0,36,0,0,16
495,41,9,2,10,8,0,0,17,0,26,0,0,8
496,41,16,12,20,20,0,0,18,0,21,0,0,20
497,41,26,5,19,16,0,0,19,0,8,0,0,21
498,41,18,11,7,15,0,0,20,0,0,0,0,0
499,41,13,6,5,5,0,0,21,0,51,0,0,4
500,41,21,4,3,9,0,0,22,0,51,0,0,7
501,42,1,1,2,1,1,1,1,10,73,31:10.0,5469965,2
502,42,4,1,1,2,2,2,2,8,73,1.5,5471465,3
503,42,13,6,5,3,3,3,3,6,73,12.8,5482765,4
504,42,8,6,6,4,4,4,4,5,73,15.4,5485365,1
505,42,5,4,4,6,5,5,5,4,73,41.4,5511365,7
506,42,15,7,12,8,6,6,6,3,73,66.7,5536665,10
507,42,17,9,15,9,7,7,7,2,73,67.3,5537265,8
508,42,20,2,10,7,8,8,8,1,73,67.7,5537665,6
509,42,21,4,3,10,9,9,9,0,72,0,0,9
510,42,25,3,17,17,10,10,10,0,72,0,0,13
511,42,19,8,23,16,11,11,11,0,72,0,0,12
512,42,18,11,7,13,12,12,12,0,72,0,0,14
513,42,26,5,19,20,13,13,13,0,71,0,0,16
514,42,16,12,20,21,14,14,14,0,71,0,0,15
515,42,27,12,21,22,15,15,15,0,70,0,0,18
516,42,3,3,16,14,16,16,16,0,68,0,0,11
517,42,24,5,18,19,17,17,17,0,68,0,0,17
518,42,2,2,9,5,0,0,18,0,56,0,0,5
519,42,11,8,22,18,0,0,19,0,13,0,0,19
520,42,14,9,14,11,0,0,20,0,0,0,0,0
521,42,22,11,8,15,0,0,21,0,0,0,0,0
522,42,23,7,11,12,0,0,22,0,0,0,0,0
523,43,8,6,6,3,1,1,1,10,70,30:54.2,5454200,2
524,43,13,6,5,1,2,2,2,8,70,2.414,5456614,1
525,43,1,1,2,2,3,3,3,6,70,32.153,5486353,4
526,43,9,2,10,4,4,4,4,5,70,41.727,5495927,10
527,43,2,2,9,7,5,5,5,4,70,48.801,5503001,7
528,43,21,4,3,5,6,6,6,3,70,51.94,5506140,5
529,43,4,1,1,10,7,7,7,2,70,56.516,5510716,3
530,43,18,11,7,12,8,8,8,1,70,58.885,5513085,6
531,43,3,3,16,9,9,9,9,0,70,+1:08.505,5522705,9
532,43,23,7,11,11,10,10,10,0,69,0,0,8
533,43,22,11,8,13,11,11,11,0,69,0,0,12
534,43,17,9,15,14,12,12,12,0,69,0,0,14
535,43,14,9,14,16,13,13,13,0,69,0,0,15
536,43,25,3,17,18,14,14,14,0,69,0,0,13
537,43,5,4,4,6,15,15,15,0,69,0,0,11
538,43,11,8,22,22,16,16,16,0,68,0,0,16
539,43,16,12,20,21,17,17,17,0,68,0,0,18
540,43,26,5,19,15,0,0,18,0,55,0,0,17
541,43,27,12,21,20,0,0,19,0,28,0,0,19
542,43,19,8,23,19,0,0,20,0,1,0,0,0
543,43,15,7,12,8,0,0,21,0,1,0,0,0
544,43,24,5,18,17,0,0,22,0,0,0,0,0
545,44,8,6,6,2,1,1,1,10,59,21:43.1,4903074,1
546,44,4,1,1,3,2,2,2,8,59,2.459,4905533,3
547,44,1,1,2,1,3,3,3,6,59,39.373,4942447,4
548,44,9,2,10,5,4,4,4,5,59,53.319,4956393,6
549,44,13,6,5,4,5,5,5,4,59,54.063,4957137,2
550,44,2,2,9,9,6,6,6,3,59,56.336,4959410,5
551,44,5,4,4,7,7,7,7,2,58,0,0,9
552,44,21,4,3,8,8,8,8,1,58,0,0,7
553,44,22,11,8,14,9,9,9,0,58,0,0,13
554,44,18,11,7,18,10,10,10,0,58,0,0,16
555,44,14,9,14,12,11,11,11,0,58,0,0,12
556,44,3,3,16,17,12,12,12,0,58,0,0,11
557,44,25,3,17,13,13,13,13,0,58,0,0,10
558,44,11,8,22,21,14,14,14,0,57,0,0,14
559,44,27,12,21,22,15,15,15,0,57,0,0,21
560,44,24,5,18,16,16,16,16,0,53,0,0,17
561,44,15,7,12,10,0,0,17,0,43,0,0,18
562,44,19,8,23,19,0,0,18,0,35,0,0,20
563,44,26,5,19,15,0,0,19,0,29,0,0,15
564,44,23,7,11,6,0,0,20,0,22,0,0,8
565,44,16,12,20,20,0,0,21,0,16,0,0,22
566,44,17,9,15,11,0,0,22,0,8,0,0,19
567,45,4,1,1,2,1,1,1,10,60,06:26.4,7586358,2
568,45,13,6,5,3,2,2,2,8,60,8.155,7594513,1
569,45,17,9,15,6,3,3,3,6,60,+1:05.674,7652032,8
570,45,25,3,17,12,4,4,4,5,60,+1:05.937,7652295,5
571,45,14,9,14,20,5,5,5,4,60,+1:13.656,7660014,6
572,45,2,2,9,4,6,6,6,3,60,+1:20.298,7666656,7
573,45,9,2,10,5,7,7,7,2,60,+1:22.415,7668773,9
574,45,5,4,4,7,8,8,8,1,59,0,0,11
575,45,1,1,2,10,9,9,9,0,59,0,0,3
576,45,21,4,3,13,10,10,10,0,59,0,0,12
577,45,22,11,8,14,11,11,11,0,59,0,0,14
578,45,19,8,23,15,12,12,12,0,59,0,0,13
579,45,15,7,12,8,13,13,13,0,59,0,0,10
580,45,8,6,6,1,0,0,14,0,34,0,0,4
581,45,11,8,22,16,0,0,15,0,19,0,0,16
582,45,23,7,11,9,0,0,16,0,18,0,0,15
583,45,28,12,21,22,0,0,17,0,13,0,0,17
584,45,18,11,7,17,0,0,18,0,2,0,0,18
585,45,16,12,20,21,0,0,19,0,2,0,0,19
586,45,3,3,16,11,0,0,20,0,2,0,0,20
587,45,26,5,19,18,0,0,21,0,2,0,0,21
588,45,24,5,18,19,0,0,22,0,2,0,0,22
589,46,1,1,2,1,1,1,1,10,70,35:53.0,5752991,2
590,46,8,6,6,3,2,2,2,8,70,0.715,5753706,1
591,46,2,2,9,2,3,3,3,6,70,43.129,5796120,5
592,46,4,1,1,6,4,4,4,5,70,44.858,5797849,3
593,46,9,2,10,7,5,5,5,4,70,47.616,5800607,4
594,46,23,7,11,5,6,6,6,3,70,50.669,5803660,9
595,46,3,3,16,4,7,7,7,2,70,59.139,5812130,6
596,46,5,4,4,11,8,8,8,1,70,+1:08.104,5821095,8
597,46,17,9,15,9,9,9,9,0,70,+1:16.331,5829322,7
598,46,15,7,12,8,10,10,10,0,69,0,0,12
599,46,14,9,14,10,11,11,11,0,69,0,0,14
600,46,21,4,3,13,12,12,12,0,69,0,0,15
601,46,13,6,5,14,13,13,13,0,69,0,0,11
602,46,25,3,17,12,14,14,14,0,69,0,0,13
603,46,11,8,22,19,15,15,15,0,69,0,0,10
604,46,20,5,19,20,16,16,16,0,69,0,0,16
605,46,16,12,20,21,17,17,17,0,68,0,0,19
606,46,22,11,8,18,18,18,18,0,68,0,0,17
607,46,24,5,18,16,0,0,19,0,42,0,0,20
608,46,19,8,23,15,0,0,20,0,41,0,0,18
609,46,18,11,7,17,0,0,21,0,35,0,0,21
610,46,29,12,21,22,0,0,22,0,4,0,0,22
611,47,13,6,5,1,1,1,1,10,58,26:42.2,5202161,2
612,47,8,6,6,3,2,2,2,8,58,2.275,5204436,1
613,47,4,1,1,4,3,3,3,6,58,26.181,5228342,4
614,47,2,2,9,6,4,4,4,5,58,39.674,5241835,5
615,47,1,1,2,2,5,5,5,4,58,45.085,5247246,3
616,47,5,4,4,7,6,6,6,3,58,46.169,5248330,7
617,47,3,3,16,8,7,7,7,2,58,55.778,5257939,6
618,47,9,2,10,5,8,8,8,1,58,56.707,5258868,11
619,47,21,4,3,10,9,9,9,0,58,59.491,5261652,9
620,47,14,9,14,13,10,10,10,0,58,+1:11.009,5273170,13
621,47,25,3,17,14,11,11,11,0,58,+1:19.628,5281789,8
622,47,23,7,11,16,12,12,12,0,57,0,0,12
623,47,18,11,7,21,13,13,13,0,57,0,0,10
624,47,19,8,23,11,14,14,14,0,57,0,0,17
625,47,24,5,18,15,15,15,15,0,57,0,0,16
626,47,15,7,12,9,16,16,16,0,57,0,0,14
627,47,22,11,8,22,17,17,17,0,57,0,0,15
628,47,11,8,22,17,18,18,18,0,57,0,0,18
629,47,20,5,19,18,19,19,19,0,57,0,0,19
630,47,29,12,21,20,20,20,20,0,56,0,0,22
631,47,16,12,20,19,21,21,21,0,53,0,0,20
632,47,17,9,15,12,0,0,22,0,9,0,0,21
633,48,4,1,1,1,1,1,1,10,53,18:37.8,4717806,1
634,48,1,1,2,2,2,2,2,8,53,6.062,4723868,2
635,48,8,6,6,5,3,3,3,6,53,27.325,4745131,3
636,48,2,2,9,4,4,4,4,5,53,56.562,4774368,4
637,48,9,2,10,6,5,5,5,4,53,+1:00.558,4778364,5
638,48,3,3,16,8,6,6,6,3,53,+1:05.810,4783616,8
639,48,5,4,4,7,7,7,7,2,53,+1:06.751,4784557,7
640,48,18,11,7,10,8,8,8,1,53,+1:02.168,4779974,9
641,48,17,9,15,11,9,9,9,0,53,+1:05.879,4783685,13
642,48,22,11,8,12,10,10,10,0,53,+1:06.958,4784764,12
643,48,15,7,12,9,11,11,11,0,53,+1:07.736,4785542,10
644,48,21,4,3,15,12,12,12,0,52,0,0,14
645,48,25,3,17,13,13,13,13,0,52,0,0,16
646,48,19,8,23,14,14,14,14,0,52,0,0,17
647,48,23,7,11,18,15,15,15,0,52,0,0,15
648,48,11,8,22,17,16,16,16,0,52,0,0,11
649,48,24,5,18,19,17,17,17,0,52,0,0,19
650,48,20,5,19,16,18,18,18,0,52,0,0,18
651,48,16,12,20,21,19,19,19,0,52,0,0,20
652,48,29,12,21,22,20,20,20,0,52,0,0,21
653,48,13,6,5,3,0,0,21,0,10,0,0,6
654,48,14,9,14,20,0,0,22,0,1,0,0,0
655,49,8,6,6,1,1,1,1,10,44,20:39.1,4839066,2
656,49,13,6,5,2,2,2,2,8,44,4.695,4843761,1
657,49,4,1,1,3,3,3,3,6,44,14.343,4853409,3
658,49,1,1,2,4,4,4,4,5,44,23.615,4862681,4
659,49,2,2,9,6,5,5,5,4,44,51.879,4890945,5
660,49,3,3,16,5,6,6,6,3,44,+1:16.876,4915942,9
661,49,17,9,15,7,7,7,7,2,44,+1:20.639,4919705,11
662,49,5,4,4,9,8,8,8,1,44,+1:25.106,4924172,8
663,49,9,2,10,14,9,9,9,0,44,+1:25.661,4924727,6
664,49,23,7,11,10,10,10,10,0,44,+1:28.574,4927640,10
665,49,15,7,12,8,11,11,11,0,44,+1:43.653,4942719,7
666,49,24,5,18,13,12,12,12,0,43,0,0,13
667,49,22,11,8,17,13,13,13,0,43,0,0,12
668,49,16,12,20,19,14,14,14,0,43,0,0,15
669,49,11,8,22,18,15,15,15,0,43,0,0,14
670,49,19,8,23,20,16,16,16,0,43,0,0,19
671,49,29,12,21,21,17,17,17,0,43,0,0,20
672,49,18,11,7,12,0,0,18,0,36,0,0,16
673,49,25,3,17,15,0,0,19,0,34,0,0,18
674,49,14,9,14,11,0,0,20,0,29,0,0,17
675,49,20,5,19,16,0,0,21,0,8,0,0,21
676,49,21,4,3,22,0,0,22,0,1,0,0,0
677,50,1,1,2,1,1,1,1,10,67,00:34.6,7234579,1
678,50,5,4,4,11,2,2,2,8,67,8.377,7242956,9
679,50,8,6,6,3,3,3,3,6,67,9.478,7244057,8
680,50,14,9,14,12,4,4,4,5,67,20.297,7254876,11
681,50,21,4,3,10,5,5,5,4,67,38.864,7273443,12
682,50,13,6,5,4,6,6,6,3,67,49.042,7283621,7
683,50,9,2,10,9,7,7,7,2,67,49.285,7283864,4
684,50,16,12,20,20,8,8,8,1,67,+1:00.129,7294708,18
685,50,24,5,18,14,9,9,9,0,67,+1:20.622,7315201,13
686,50,22,11,8,17,10,10,10,0,67,+1:28.342,7322921,15
687,50,18,11,7,6,11,11,11,0,66,0,0,19
688,50,29,12,21,22,12,12,12,0,66,0,0,20
689,50,15,7,12,13,13,13,13,0,66,0,0,21
690,50,2,2,9,5,14,14,14,0,65,0,0,6
691,50,11,8,22,21,15,15,15,0,65,0,0,16
692,50,23,7,11,15,0,0,16,0,55,0,0,14
693,50,19,8,23,19,0,0,17,0,54,0,0,17
694,50,3,3,16,16,0,0,18,0,49,0,0,10
695,50,20,5,19,8,0,0,19,0,46,0,0,5
696,50,17,9,15,7,0,0,20,0,45,0,0,3
697,50,4,1,1,2,0,0,21,0,41,0,0,2
698,50,25,3,17,18,0,0,22,0,19,0,0,22
699,51,8,6,6,2,1,1,1,10,56,37:58.4,5878395,3
700,51,4,1,1,4,2,2,2,8,56,9.806,5888201,2
701,51,13,6,5,3,3,3,3,6,56,12.891,5891286,1
702,51,20,5,19,17,4,4,4,5,56,53.509,5931904,13
703,51,18,11,7,10,5,5,5,4,56,+1:08.666,5947061,5
704,51,24,5,18,11,6,6,6,3,56,+1:13.673,5952068,11
705,51,2,2,9,8,7,7,7,2,56,+1:14.224,5952619,7
706,51,14,9,14,5,8,8,8,1,56,+1:20.750,5959145,10
707,51,5,4,4,13,9,9,9,0,56,+1:21.186,5959581,8
708,51,17,9,15,7,10,10,10,0,56,+1:24.685,5963080,9
709,51,21,4,3,18,11,11,11,0,56,+1:26.683,5965078,4
710,51,25,3,17,19,12,12,12,0,55,0,0,12
711,51,15,7,12,12,13,13,13,0,55,0,0,14
712,51,11,8,22,20,14,14,14,0,55,0,0,15
713,51,22,11,8,16,15,15,15,0,55,0,0,16
714,51,3,3,16,15,16,16,16,0,54,0,0,6
715,51,29,12,21,22,17,17,17,0,53,0,0,17
716,51,9,2,10,9,0,0,18,0,33,0,0,18
717,51,1,1,2,1,0,0,19,0,30,0,0,19
718,51,23,7,11,6,0,0,20,0,25,0,0,20
719,51,16,12,20,21,0,0,21,0,24,0,0,21
720,51,19,8,23,14,0,0,22,0,11,0,0,22
721,52,8,6,6,3,1,1,1,10,71,28:15.3,5295270,1
722,52,13,6,5,1,2,2,2,8,71,1.493,5296763,3
723,52,4,1,1,4,3,3,3,6,71,57.019,5352289,6
724,52,3,3,16,10,4,4,4,5,71,+1:02.848,5358118,7
725,52,9,2,10,7,5,5,5,4,71,+1:10.957,5366227,4
726,52,2,2,9,6,6,6,6,3,71,+1:11.317,5366587,10
727,52,1,1,2,2,7,7,7,2,70,0,0,2
728,52,15,7,12,8,8,8,8,1,70,0,0,8
729,52,14,9,14,9,9,9,9,0,70,0,0,13
730,52,6,3,17,19,10,10,10,0,70,0,0,5
731,52,23,7,11,15,11,11,11,0,70,0,0,9
732,52,11,8,22,18,12,12,12,0,69,0,0,19
733,52,24,5,18,14,13,13,13,0,69,0,0,11
734,52,19,8,23,20,14,14,14,0,68,0,0,14
735,52,16,12,20,21,0,0,15,0,43,0,0,20
736,52,22,11,8,11,0,0,16,0,40,0,0,17
737,52,5,4,4,17,0,0,17,0,35,0,0,18
738,52,20,5,19,13,0,0,18,0,34,0,0,16
739,52,18,11,7,16,0,0,19,0,20,0,0,12
740,52,17,9,15,5,0,0,20,0,14,0,0,15
741,52,29,12,21,22,0,0,21,0,2,0,0,21
742,52,21,4,3,12,0,0,22,0,2,0,0,22
743,53,4,4,1,4,1,1,1,10,57,29:46.2,5386205,3
744,53,30,6,5,1,2,2,2,8,57,1.246,5387451,2
745,53,8,1,3,22,3,3,3,6,57,19.36,5405565,8
746,53,18,11,12,3,4,4,4,5,57,19.992,5406197,5
747,53,31,1,4,5,5,5,5,4,57,37.048,5423253,7
748,53,17,3,9,7,6,6,6,3,57,41.932,5428137,4
749,53,3,3,10,12,7,7,7,2,57,+1:03.043,5449248,1
750,53,32,9,15,8,8,8,8,1,57,+1:06.771,5452976,10
751,53,13,6,6,2,9,9,9,0,57,+1:09.907,5456112,6
752,53,14,9,14,13,10,10,10,0,57,+1:15.541,5461746,11
753,53,24,5,20,15,11,11,11,0,57,+1:25.997,5472202,12
754,53,2,2,16,10,12,12,12,0,56,0,0,14
755,53,26,5,21,16,13,13,13,0,56,0,0,9
756,53,23,7,7,17,14,14,14,0,56,0,0,16
757,53,22,11,11,6,15,15,15,0,56,0,0,15
758,53,15,7,8,14,16,16,16,0,56,0,0,18
759,53,33,13,18,19,17,17,17,0,55,0,0,19
760,53,11,8,22,20,18,18,18,0,53,0,0,20
761,53,34,8,23,21,0,0,19,0,35,0,0,21
762,53,35,2,17,11,0,0,20,0,29,0,0,13
763,53,21,4,2,9,0,0,21,0,21,0,0,17
764,53,27,13,19,18,0,0,22,0,0,0,0,0
765,54,21,4,2,1,1,1,1,10,56,30:40.5,5440529,2
766,54,4,4,1,7,2,2,2,8,56,4.585,5445114,1
767,54,18,11,12,2,3,3,3,6,56,9.631,5450160,4
768,54,31,1,4,5,4,4,4,5,56,39.351,5479880,3
769,54,13,6,6,21,5,5,5,4,56,43.254,5483783,8
770,54,30,6,5,14,6,6,6,3,56,43.854,5484383,5
771,54,35,2,17,10,7,7,7,2,56,+1:20.461,5520990,9
772,54,23,7,7,22,8,8,8,1,56,+1:21.288,5521817,6
773,54,15,7,8,9,9,9,9,0,55,0,0,11
774,54,22,11,11,20,10,10,10,0,55,0,0,10
775,54,24,5,20,13,11,11,11,0,54,0,0,16
776,54,27,13,19,15,12,12,12,0,54,0,0,18
777,54,33,13,18,16,13,13,13,0,54,0,0,19
778,54,11,8,22,17,14,14,14,0,53,0,0,20
779,54,2,2,16,11,0,0,15,0,48,0,0,7
780,54,26,5,21,12,0,0,16,0,41,0,0,14
781,54,34,8,23,18,0,0,17,0,33,0,0,21
782,54,32,9,15,8,0,0,18,0,26,0,0,13
783,54,17,3,9,4,0,0,19,0,15,0,0,12
784,54,14,9,14,19,0,0,20,0,10,0,0,17
785,54,3,3,10,3,0,0,21,0,6,0,0,15
786,54,8,1,3,6,0,0,22,0,0,0,0,0
787,55,4,4,1,3,1,1,1,10,57,34:27.9,5667870,2
788,55,8,1,3,4,2,2,2,8,57,1.8,5669670,1
789,55,23,7,7,6,3,3,3,6,57,24.8,5692670,10
790,55,2,2,16,8,4,4,4,5,57,31,5698870,7
791,55,21,4,2,2,5,5,5,4,57,38.1,5705970,5
792,55,35,2,17,19,6,6,6,3,57,49.5,5717370,13
793,55,22,11,11,16,7,7,7,2,57,51.9,5719770,6
794,55,14,9,14,11,8,8,8,1,57,53.9,5721770,12
795,55,26,5,21,18,9,9,9,0,57,78.8,5746670,14
796,55,18,11,12,1,10,10,10,0,56,0,0,8
797,55,27,13,19,17,11,11,11,0,56,0,0,15
798,55,11,8,22,21,12,12,12,0,55,0,0,17
799,55,34,8,23,22,13,13,13,0,54,0,0,18
800,55,31,1,4,5,0,0,14,0,46,0,0,4
801,55,33,13,18,20,0,0,15,0,39,0,0,16
802,55,24,5,20,12,0,0,16,0,37,0,0,11
803,55,30,6,5,10,0,0,17,0,32,0,0,3
804,55,17,3,9,7,0,0,18,0,22,0,0,9
805,55,32,9,15,13,0,0,19,0,4,0,0,19
806,55,15,7,8,9,0,0,20,0,0,0,0,0
807,55,3,3,10,14,0,0,21,0,0,0,0,0
808,55,13,6,6,15,0,0,22,0,0,0,0,0
809,56,30,6,5,1,1,1,1,10,62,31:06.5,5466486,2
810,56,4,4,1,5,2,2,2,8,62,2.096,5468582,1
811,56,31,1,4,7,3,3,3,6,62,15.868,5482354,4
812,56,13,6,6,4,4,4,4,5,62,17.096,5483582,10
813,56,8,1,3,8,5,5,5,4,62,17.524,5484010,3
814,56,17,3,9,10,6,6,6,3,62,37.739,5504225,9
815,56,18,11,12,2,7,7,7,2,62,39.635,5506121,6
816,56,21,4,2,11,8,8,8,1,62,40.2,5506686,7
817,56,23,7,7,6,9,9,9,0,62,45.511,5511997,5
818,56,22,11,11,3,10,10,10,0,62,+1:17.851,5544337,13
819,56,3,3,10,13,11,11,11,0,62,+1:19.675,5546161,15
820,56,35,2,17,12,12,12,12,0,62,+1:22.370,5548856,8
821,56,2,2,16,15,13,13,13,0,61,0,0,12
822,56,24,5,20,16,14,14,14,0,61,0,0,11
823,56,26,5,21,18,15,15,15,0,61,0,0,14
824,56,33,13,18,19,16,16,16,0,60,0,0,18
825,56,14,9,14,14,0,0,17,0,47,0,0,17
826,56,11,8,22,21,0,0,18,0,44,0,0,20
827,56,32,9,15,17,0,0,19,0,40,0,0,16
828,56,34,8,23,22,0,0,20,0,23,0,0,21
829,56,15,7,8,9,0,0,21,0,5,0,0,19
830,56,27,13,19,20,0,0,22,0,0,0,0,0
831,57,30,6,5,2,1,1,1,10,60,35:58.8,5758765,1
832,57,4,4,1,1,2,2,2,8,60,3.751,5762516,3
833,57,13,6,6,3,3,3,3,6,60,4.447,5763212,5
834,57,8,1,3,5,4,4,4,5,60,4.879,5763644,2
835,57,22,11,11,4,5,5,5,4,60,+1:12.586,5831351,9
836,57,21,4,2,11,6,6,6,3,60,+1:14.116,5832881,4
837,57,3,3,10,22,7,7,7,2,60,+1:14.565,5833330,7
838,57,35,2,17,9,8,8,8,1,60,+1:29.364,5848129,12
839,57,15,7,8,7,9,9,9,0,59,0,0,10
840,57,2,2,16,13,10,10,10,0,59,0,0,11
841,57,26,5,21,17,11,11,11,0,59,0,0,14
842,57,33,13,18,18,12,12,12,0,59,0,0,18
843,57,27,13,19,16,13,13,13,0,59,0,0,17
844,57,23,7,7,10,0,0,14,0,52,0,0,8
845,57,31,1,4,8,0,0,15,0,52,0,0,6
846,57,11,8,22,20,0,0,16,0,45,0,0,19
847,57,36,8,23,21,0,0,17,0,29,0,0,20
848,57,18,11,12,6,0,0,18,0,28,0,0,13
849,57,32,9,15,15,0,0,19,0,28,0,0,15
850,57,17,3,9,19,0,0,20,0,12,0,0,16
851,57,14,9,14,12,0,0,21,0,2,0,0,21
852,57,24,5,20,14,0,0,22,0,0,0,0,0
853,58,4,4,1,1,1,1,1,10,66,26:21.8,5181759,2
854,58,30,6,5,3,2,2,2,8,66,18.502,5200261,3
855,58,21,4,2,2,3,3,3,6,66,23.951,5205710,4
856,58,13,6,6,4,4,4,4,5,66,29.853,5211612,1
857,58,8,1,3,9,5,5,5,4,66,56.875,5238634,5
858,58,18,11,12,8,6,6,6,3,66,58.347,5240106,6
859,58,22,11,11,5,7,7,7,2,65,0,0,7
860,58,2,2,16,10,8,8,8,1,65,0,0,10
861,58,17,3,9,11,9,9,9,0,65,0,0,11
862,58,15,7,8,7,10,10,10,0,65,0,0,13
863,58,3,3,10,13,11,11,11,0,65,0,0,8
864,58,35,2,17,22,12,12,12,0,65,0,0,12
865,58,32,9,15,14,13,13,13,0,65,0,0,15
866,58,14,9,14,21,14,14,14,0,65,0,0,9
867,58,24,5,20,15,15,15,15,0,63,0,0,14
868,58,33,13,18,17,16,16,16,0,63,0,0,18
869,58,11,8,22,19,17,17,17,0,62,0,0,21
870,58,27,13,19,18,0,0,18,0,48,0,0,20
871,58,26,5,21,16,0,0,19,0,47,0,0,16
872,58,23,7,7,6,0,0,20,0,31,0,0,17
873,58,31,1,4,12,0,0,21,0,17,0,0,19
874,58,36,8,23,20,0,0,22,0,10,0,0,22
875,59,4,4,1,1,1,1,1,10,78,43:43.1,6223116,3
876,59,31,1,4,4,2,2,2,8,78,14.567,6237683,6
877,59,14,9,14,7,3,3,3,6,78,52.298,6275414,19
878,59,22,11,11,5,4,4,4,5,78,53.337,6276453,12
879,59,30,6,5,22,5,5,5,4,78,53.83,6276946,1
880,59,21,4,2,9,6,6,6,3,78,+1:02.072,6285188,5
881,59,2,2,16,15,7,7,7,2,77,0,0,11
882,59,23,7,7,10,8,8,8,1,77,0,0,15
883,59,13,6,6,21,9,9,9,0,77,0,0,7
884,59,24,5,20,12,10,10,10,0,77,0,0,17
885,59,18,11,12,13,11,11,11,0,77,0,0,10
886,59,27,13,19,16,12,12,12,0,77,0,0,16
887,59,26,5,21,18,13,13,13,0,77,0,0,14
888,59,35,2,17,14,14,14,14,0,77,0,0,18
889,59,33,13,18,17,15,15,15,0,76,0,0,13
890,59,36,8,23,20,16,16,16,0,75,0,0,22
891,59,15,7,8,6,17,17,17,0,72,0,0,8
892,59,32,9,15,11,0,0,18,0,56,0,0,20
893,59,3,3,10,8,0,0,19,0,51,0,0,9
894,59,8,1,3,3,0,0,20,0,50,0,0,2
895,59,17,3,9,2,0,0,21,0,48,0,0,4
896,59,11,8,22,19,0,0,22,0,46,0,0,21
897,60,4,4,1,1,1,1,1,10,60,25:51.9,5151927,1
898,60,30,6,5,3,2,2,2,8,60,13.951,5165878,2
899,60,8,1,3,2,3,3,3,6,60,18.672,5170599,5
900,60,21,4,2,5,4,4,4,5,60,19.976,5171903,3
901,60,13,6,6,4,5,5,5,4,60,31.559,5183486,4
902,60,31,1,4,8,6,6,6,3,60,+1:04.769,5216696,8
903,60,2,2,16,9,7,7,7,2,60,+1:14.594,5226521,6
904,60,35,2,17,10,8,8,8,1,60,+1:18.299,5230226,10
905,60,3,3,10,12,9,9,9,0,60,+1:19.008,5230935,9
906,60,22,11,11,6,10,10,10,0,59,0,0,11
907,60,15,7,8,22,11,11,11,0,59,0,0,7
908,60,14,9,14,11,12,12,12,0,59,0,0,14
909,60,24,5,20,13,13,13,13,0,59,0,0,15
910,60,32,9,15,14,14,14,14,0,59,0,0,12
911,60,27,13,19,18,15,15,15,0,59,0,0,13
912,60,33,13,18,16,16,16,16,0,58,0,0,16
913,60,11,8,22,20,17,17,17,0,57,0,0,18
914,60,36,8,23,21,18,18,18,0,57,0,0,19
915,60,18,11,12,19,0,0,19,0,8,0,0,17
916,60,26,5,21,15,0,0,20,0,1,0,0,0
917,60,23,7,7,7,0,0,21,0,0,0,0,0
918,60,17,3,9,17,0,0,22,0,0,0,0,0
919,61,4,4,1,1,1,1,1,10,70,34:37.3,5677308,2
920,61,30,6,5,5,2,2,2,8,70,2.1,5679408,3
921,61,8,1,3,3,3,3,3,6,70,8.8,5686108,1
