resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,rank
14786,599,200,63,19,17,14,14,14,0,68,0,0,0
14787,599,280,66,15,24,0,0,15,0,64,0,0,0
14788,599,296,66,37,14,0,0,16,0,62,0,0,0
14789,599,305,1,33,11,0,0,17,0,57,0,0,0
14790,599,197,58,17,16,0,0,18,0,45,0,0,0
14791,599,233,37,9,9,0,0,19,0,36,0,0,0
14792,599,221,25,4,10,0,0,20,0,35,0,0,0
14793,599,232,80,20,15,0,0,21,0,25,0,0,0
14794,599,230,37,10,16,0,0,22,0,17,0,0,0
14795,599,314,77,23,25,0,0,23,0,6,0,0,0
14796,599,231,64,24,6,0,0,24,0,2,0,0,0
14797,599,320,26,27,21,0,0,25,0,0,0,0,0
14798,599,259,79,42,0,0,0,26,0,0,0,0,0
14799,599,321,63,18,0,0,0,27,0,0,0,0,0
14800,599,311,80,21,0,0,0,28,0,0,0,0,0
14801,599,275,34,208,0,0,0,29,0,0,0,0,0
14802,599,267,57,22,0,0,0,30,0,0,0,0,0
14803,599,300,76,29,0,0,0,31,0,0,0,0,0
14804,599,307,74,25,0,0,0,32,0,0,0,0,0
14805,599,283,37,35,0,0,0,33,0,0,0,0,0
14806,599,316,63,43,0,0,0,34,0,0,0,0,0
14807,600,223,6,11,2,1,1,1,9,14,41:35.0,6095000,0
14808,600,222,25,3,4,2,2,2,6,14,50.7,6145700,0
14809,600,199,34,7,6,3,3,3,4,14,+1:23.3,6178300,0
14810,600,238,32,1,8,4,4,4,3,14,+1:24.2,6179200,0
14811,600,235,32,2,9,5,5,5,2,14,+1:25.0,6180000,0
14812,600,252,58,16,11,6,6,6,1,14,+2:18.1,6233100,0
14813,600,233,37,9,20,7,7,7,0,14,+2:58.7,6273700,0
14814,600,197,58,17,18,8,8,8,0,14,+3:25.9,6300900,0
14815,600,289,26,26,19,9,9,9,0,14,+3:26.4,6301400,0
14816,600,280,66,15,24,10,10,10,0,14,+4:17.7,6352700,0
14817,600,321,63,18,25,11,11,11,0,14,+5:17.7,6412700,0
14818,600,250,34,8,17,12,12,12,0,14,+6:26.3,6481300,0
14819,600,230,37,10,23,13,13,13,0,14,+8:43.1,6618100,0
14820,600,270,79,32,20,14,14,14,0,13,0,0,0
14821,600,305,1,33,12,15,15,15,0,12,0,0,0
14822,600,200,63,19,13,0,0,16,0,10,0,0,0
14823,600,231,64,24,10,0,0,17,0,10,0,0,0
14824,600,221,25,4,5,0,0,18,0,5,0,0,0
14825,600,232,80,20,16,0,0,19,0,5,0,0,0
14826,600,306,66,14,15,0,0,20,0,4,0,0,0
14827,600,267,57,22,22,0,0,21,0,4,0,0,0
14828,600,224,1,5,3,0,0,22,0,2,0,0,0
14829,600,172,80,21,21,0,0,23,0,2,0,0,0
14830,600,187,34,28,14,0,0,24,0,1,0,0,0
14831,600,182,6,12,1,0,0,25,0,0,0,0,0
14832,600,304,1,6,7,0,0,26,0,0,0,0,0
14833,600,296,66,37,0,0,0,27,0,0,0,0,0
14834,600,314,77,23,0,0,0,28,0,0,0,0,0
14835,600,265,26,27,0,0,0,29,0,0,0,0,0
14836,600,256,78,30,0,0,0,30,0,0,0,0,0
14837,600,278,78,30,0,0,0,31,0,0,0,0,0
14838,600,307,74,25,0,0,0,32,0,0,0,0,0
14839,601,199,34,7,2,1,1,1,9,54,28:44.7,5324720,0
14840,601,304,1,6,10,2,2,2,6,54,42.92,5367640,0
14841,601,231,64,24,7,3,3,3,4,54,+1:01.54,5386260,0
14842,601,187,34,28,11,4,4,4,3,54,+1:09.39,5394110,0
14843,601,223,6,11,8,5,5,5,2,54,+1:13.08,5397800,0
14844,601,230,37,10,20,6,6,6,1,54,+1:13.82,5398540,0
14845,601,322,1,33,17,7,7,7,0,53,0,0,0
14846,601,197,58,17,23,8,8,8,0,52,0,0,0
14847,601,323,63,30,25,9,9,9,0,51,0,0,0
14848,601,314,77,23,19,10,10,10,0,50,0,0,0
14849,601,233,37,9,15,11,11,11,0,48,0,0,0
14850,601,289,26,26,21,12,12,12,0,48,0,0,0
14851,601,270,79,35,24,0,0,13,0,46,0,0,0
14852,601,238,32,1,6,0,0,14,0,45,0,0,0
14853,601,235,32,2,22,0,0,15,0,43,0,0,0
14854,601,221,25,4,14,0,0,16,0,42,0,0,0
14855,601,250,34,8,4,0,0,17,0,41,0,0,0
14856,601,224,1,5,3,0,0,18,0,37,0,0,0
14857,601,172,80,21,12,0,0,19,0,37,0,0,0
14858,601,232,80,20,9,0,0,20,0,24,0,0,0
14859,601,252,58,16,16,0,0,21,0,22,0,0,0
14860,601,306,66,14,18,0,0,22,0,22,0,0,0
14861,601,182,6,12,1,0,0,23,0,17,0,0,0
14862,601,243,26,27,13,0,0,24,0,14,0,0,0
14863,601,222,25,3,5,0,0,25,0,8,0,0,0
14864,601,251,64,31,0,0,0,26,0,0,0,0,0
14865,601,316,63,43,0,0,0,27,0,0,0,0,0
14866,601,321,63,18,0,0,0,28,0,0,0,0,0
14867,601,283,57,22,0,0,0,29,0,0,0,0,0
14868,601,219,63,19,0,0,0,30,0,0,0,0,0
14869,601,324,34,32,0,0,0,31,0,0,0,0,0
14870,602,238,32,1,7,1,1,1,9,52,22:56.6,4976600,0
14871,602,224,1,5,6,2,2,2,6,52,0.8,4977400,0
14872,602,222,25,3,12,3,3,3,4,52,24.7,5001300,0
14873,602,232,80,20,15,4,4,4,3,52,+1:27.7,5064300,0
14874,602,250,34,8,3,5,5,5,2,51,0,0,0
14875,602,304,1,6,19,6,6,6,1,51,0,0,0
14876,602,187,34,28,4,7,7,7,0,51,0,0,0
14877,602,289,26,26,21,8,8,8,0,51,0,0,0
14878,602,322,1,33,23,9,9,9,0,51,0,0,0
14879,602,252,58,16,22,10,10,10,0,50,0,0,0
14880,602,221,25,4,10,11,11,11,0,50,0,0,0
14881,602,223,6,11,5,0,0,12,0,40,0,0,0
14882,602,182,6,12,1,0,0,13,0,32,0,0,0
14883,602,235,32,2,16,0,0,14,0,30,0,0,0
14884,602,243,26,27,14,0,0,15,0,25,0,0,0
14885,602,172,80,21,17,0,0,16,0,22,0,0,0
14886,602,197,58,17,9,0,0,17,0,19,0,0,0
14887,602,230,37,10,13,0,0,18,0,16,0,0,0
14888,602,314,77,29,20,0,0,19,0,15,0,0,0
14889,602,199,34,7,2,0,0,20,0,12,0,0,0
14890,602,233,37,9,18,0,0,21,0,11,0,0,0
14891,602,280,66,15,25,0,0,22,0,3,0,0,0
14892,602,231,64,24,8,0,0,23,0,2,0,0,0
14893,602,296,66,37,24,0,0,24,0,1,0,0,0
14894,602,306,66,14,11,0,0,25,0,0,0,0,0
14895,602,319,63,19,0,0,0,26,0,0,0,0,0
14896,602,325,34,31,0,0,0,27,0,0,0,0,0
14897,602,321,63,18,0,0,0,28,0,0,0,0,0
14898,602,283,57,25,0,0,0,29,0,0,0,0,0
14899,602,278,78,30,0,0,0,30,0,0,0,0,0
14900,602,316,63,23,0,0,0,31,0,0,0,0,0
14901,603,224,1,5,1,1,1,1,9,80,40:26.1,6026136,0
14902,603,223,6,11,6,2,2,2,6,80,13.034,6039170,0
14903,603,238,32,1,10,3,3,3,4,80,14.494,6040630,0
14904,603,231,64,24,8,4,4,4,3,80,15.669,6041805,0
14905,603,221,25,4,7,5,5,5,2,80,55.322,6081458,0
14906,603,304,1,6,14,6,6,6,1,79,0,0,0
14907,603,207,73,55,16,7,7,7,0,79,0,0,0
14908,603,250,34,8,9,8,8,8,0,79,0,0,0
14909,603,199,34,7,4,9,9,9,0,79,0,0,0
14910,603,324,63,19,22,10,10,10,0,78,0,0,0
14911,603,243,26,27,11,11,11,11,0,78,0,0,0
14912,603,288,67,66,24,12,12,12,0,78,0,0,0
14913,603,235,32,2,21,13,13,13,0,78,0,0,0
14914,603,289,26,26,20,14,14,14,0,77,0,0,0
14915,603,172,80,21,18,15,15,15,0,74,0,0,0
14916,603,200,1,33,12,16,16,16,0,72,0,0,0
14917,603,278,66,15,25,0,0,17,0,70,0,0,0
14918,603,182,6,12,2,0,0,18,0,67,0,0,0
14919,603,252,58,16,13,0,0,19,0,65,0,0,0
14920,603,187,34,28,15,0,0,20,0,61,0,0,0
14921,603,306,66,14,17,0,0,21,0,60,0,0,0
14922,603,222,25,3,3,0,0,22,0,48,0,0,0
14923,603,197,58,17,5,0,0,23,0,46,0,0,0
14924,603,232,80,20,19,0,0,24,0,40,0,0,0
14925,603,326,34,50,26,0,0,25,0,33,0,0,0
14926,603,233,37,9,23,0,0,26,0,12,0,0,0
14927,603,321,63,18,0,0,0,27,0,0,0,0,0
14928,603,283,57,22,0,0,0,28,0,0,0,0,0
14929,603,230,37,10,0,0,0,29,0,0,0,0,0
14930,603,270,34,42,0,0,0,30,0,0,0,0,0
14931,604,199,34,7,1,1,1,1,9,59,40:21.4,6021439,0
14932,604,250,34,8,4,2,2,2,6,59,10.735,6032174,0
14933,604,231,64,24,2,3,3,3,4,59,+1:10.384,6091823,0
14934,604,224,1,5,8,4,4,4,3,59,+1:17.753,6099192,0
14935,604,187,34,28,7,5,5,5,2,59,+1:25.804,6107243,0
14936,604,221,25,4,13,6,6,6,1,59,+1:27.506,6108945,0
14937,604,200,1,33,20,7,7,7,0,59,+1:30.012,6111451,0
14938,604,289,26,26,24,8,8,8,0,58,0,0,0
14939,604,278,66,15,12,9,9,9,0,57,0,0,0
14940,604,197,58,17,10,10,10,10,0,57,0,0,0
14941,604,223,6,11,9,11,11,11,0,55,0,0,0
14942,604,243,26,27,21,12,12,12,0,54,0,0,0
14943,604,238,32,1,19,0,0,13,0,52,0,0,0
14944,604,283,57,22,22,0,0,14,0,50,0,0,0
14945,604,252,58,16,18,0,0,15,0,47,0,0,0
14946,604,222,25,3,6,0,0,16,0,44,0,0,0
14947,604,232,80,20,15,0,0,17,0,43,0,0,0
14948,604,182,6,12,5,0,0,18,0,38,0,0,0
14949,604,172,80,21,11,0,0,19,0,31,0,0,0
14950,604,288,67,66,14,0,0,20,0,27,0,0,0
14951,604,319,63,18,26,0,0,21,0,25,0,0,0
14952,604,230,37,10,25,0,0,22,0,21,0,0,0
14953,604,324,63,19,23,0,0,23,0,9,0,0,0
14954,604,235,32,2,16,0,0,24,0,7,0,0,0
14955,604,314,32,31,27,0,0,25,0,6,0,0,0
14956,604,207,73,55,3,0,0,26,0,4,0,0,0
14957,604,304,1,6,17,0,0,27,0,4,0,0,0
14958,604,233,37,9,0,0,0,28,0,0,0,0,0
14959,604,270,34,42,0,0,0,29,0,0,0,0,0
14960,604,306,66,14,0,0,0,30,0,0,0,0,0
14961,605,224,32,2,2,1,1,1,9,96,56:18.2,6978220,0
14962,605,327,25,8,6,2,2,2,6,96,4.69,6982910,0
14963,605,328,25,6,4,3,3,3,4,96,33.19,7011410,0
14964,605,235,6,18,3,4,4,4,3,96,42.57,7020790,0
14965,605,304,1,14,8,5,5,5,2,95,0,0,0
14966,605,290,34,12,13,6,6,6,1,95,0,0,0
14967,605,223,66,32,1,7,7,7,0,93,0,0,0
14968,605,309,1,16,11,8,8,8,0,92,0,0,0
14969,605,232,6,20,14,9,9,9,0,92,0,0,0
14970,605,329,37,22,18,10,10,10,0,90,0,0,0
14971,605,197,37,24,17,0,0,11,0,84,0,0,0
14972,605,306,66,30,7,0,0,12,0,79,0,0,0
14973,605,307,80,38,19,0,0,13,0,79,0,0,0
14974,605,238,32,4,5,0,0,14,0,67,0,0,0
14975,605,182,66,34,13,0,0,15,0,66,0,0,0
14976,605,199,34,10,9,0,0,16,0,16,0,0,0
14977,605,305,63,26,10,0,0,17,0,10,0,0,0
14978,605,250,63,28,15,0,0,18,0,10,0,0,0
14979,605,330,80,36,16,0,0,19,0,0,0,0,0
14980,606,224,32,1,2,1,1,1,9,40,43:55.6,6235600,0
14981,606,328,25,3,8,2,2,2,6,40,13.5,6249100,0
14982,606,304,1,7,5,3,3,3,4,40,+1:46.4,6342000,0
14983,606,232,6,10,17,4,4,4,3,39,0,0,0
14984,606,235,6,9,3,5,5,5,2,39,0,0,0
14985,606,223,66,14,4,6,6,6,1,39,0,0,0
14986,606,307,80,19,14,7,7,7,0,39,0,0,0
14987,606,182,66,16,13,8,8,8,0,38,0,0,0
14988,606,330,80,20,18,9,9,9,0,38,0,0,0
14989,606,327,25,4,9,10,10,10,0,38,0,0,0
14990,606,199,34,17,7,11,11,11,0,38,0,0,0
14991,606,331,63,23,20,12,12,12,0,36,0,0,0
14992,606,306,66,15,10,0,0,13,0,23,0,0,0
14993,606,329,37,12,19,0,0,14,0,18,0,0,0
14994,606,250,63,6,6,0,0,15,0,9,0,0,0
14995,606,305,63,5,14,0,0,16,0,6,0,0,0
14996,606,197,37,11,15,0,0,17,0,6,0,0,0
14997,606,238,32,2,1,0,0,18,0,5,0,0,0
14998,606,290,34,18,11,0,0,19,0,5,0,0,0
14999,606,309,1,8,12,0,0,20,0,3,0,0,0
15000,607,328,25,3,16,1,1,1,9,79,43:11.1,6191070,0
15001,607,309,1,6,6,2,2,2,6,79,24.55,6215620,0
15002,607,224,32,1,2,3,3,3,4,79,25.06,6216130,0
15003,607,232,6,9,15,4,4,4,3,78,0,0,0
15004,607,304,1,5,1,5,5,5,2,77,0,0,0
15005,607,332,58,23,21,6,6,6,1,77,0,0,0
15006,607,199,34,18,8,7,7,7,0,77,0,0,0
15007,607,333,63,12,20,8,8,8,0,77,0,0,0
15008,607,222,1,7,3,9,9,9,0,75,0,0,0
15009,607,307,80,21,19,10,10,10,0,73,0,0,0
15010,607,238,32,2,4,11,11,11,0,73,0,0,0
15011,607,250,63,11,9,0,0,12,0,69,0,0,0
15012,607,292,25,26,22,0,0,13,0,67,0,0,0
15013,607,197,37,14,18,0,0,14,0,66,0,0,0
15014,607,327,25,4,25,0,0,15,0,66,0,0,0
15015,607,329,37,24,23,0,0,16,0,65,0,0,0
15016,607,290,34,19,17,0,0,17,0,52,0,0,0
15017,607,334,80,20,24,0,0,18,0,35,0,0,0
15018,607,182,66,17,10,0,0,19,0,26,0,0,0
15019,607,262,58,22,14,0,0,20,0,14,0,0,0
15020,607,306,66,16,7,0,0,21,0,4,0,0,0
15021,607,293,32,25,13,0,0,22,0,3,0,0,0
15022,607,223,66,15,5,0,0,23,0,2,0,0,0
15023,607,235,6,8,11,0,0,24,0,2,0,0,0
15024,607,305,63,10,12,0,0,25,0,2,0,0,0
15025,608,224,32,1,7,1,1,1,9,75,48:18.7,6498700,0
15026,608,327,25,4,3,2,2,2,6,75,42.7,6541400,0
15027,608,332,58,20,14,3,3,3,4,75,+1:13.1,6571800,0
15028,608,309,1,6,5,4,4,4,3,74,0,0,0
15029,608,306,66,15,10,5,5,5,2,74,0,0,0
15030,608,304,1,5,2,6,6,6,1,74,0,0,0
15031,608,329,37,12,19,7,7,7,0,74,0,0,0
15032,608,280,37,11,18,8,8,8,0,73,0,0,0
15033,608,223,66,14,8,9,9,9,0,69,0,0,0
15034,608,290,34,17,12,10,10,10,0,69,0,0,0
15035,608,330,80,24,20,11,11,11,0,69,0,0,0
15036,608,235,6,7,6,12,12,12,0,69,0,0,0
15037,608,199,34,18,15,0,0,13,0,66,0,0,0
15038,608,307,80,23,21,0,0,14,0,63,0,0,0
15039,608,238,32,2,1,0,0,15,0,56,0,0,0
15040,608,328,25,3,4,0,0,16,0,47,0,0,0
15041,608,182,66,16,11,0,0,17,0,28,0,0,0
15042,608,289,58,25,22,0,0,18,0,27,0,0,0
15043,608,305,63,9,9,0,0,19,0,25,0,0,0
15044,608,262,58,19,13,0,0,20,0,23,0,0,0
15045,608,333,34,21,17,0,0,21,0,17,0,0,0
15046,608,250,63,10,16,0,0,22,0,13,0,0,0
15047,609,328,25,5,6,1,1,1,9,70,42:13.4,6133430,0
15048,609,327,25,6,4,2,2,2,6,70,31.84,6165270,0
15049,609,224,32,1,9,3,3,3,4,70,+2:02.79,6256220,0
15050,609,333,34,9,18,4,4,4,3,69,0,0,0
15051,609,182,66,21,14,5,5,5,2,69,0,0,0
15052,609,278,81,22,15,6,6,6,1,67,0,0,0
15053,609,304,1,7,2,7,7,7,0,67,0,0,0
15054,609,250,63,24,8,8,8,8,0,66,0,0,0
15055,609,289,58,12,23,9,9,9,0,65,0,0,0
15056,609,223,66,19,12,10,10,10,0,63,0,0,0
15057,609,329,37,15,20,11,11,11,0,63,0,0,0
15058,609,197,37,14,16,0,0,12,0,60,0,0,0
15059,609,306,66,20,5,0,0,13,0,56,0,0,0
15060,609,290,34,11,19,0,0,14,0,46,0,0,0
15061,609,238,32,2,1,0,0,15,0,42,0,0,0
15062,609,309,1,8,10,0,0,16,0,33,0,0,0
15063,609,307,80,25,21,0,0,17,0,16,0,0,0
15064,609,199,34,10,7,0,0,18,0,14,0,0,0
15065,609,332,58,16,11,0,0,19,0,13,0,0,0
15066,609,262,58,17,22,0,0,20,0,11,0,0,0
15067,609,235,6,3,3,0,0,21,0,6,0,0,0
15068,609,330,80,26,17,0,0,22,0,6,0,0,0
15069,609,305,63,23,13,0,0,23,0,4,0,0,0
15070,610,328,25,5,1,1,1,1,9,78,57:44.3,7064300,0
15071,610,224,32,1,5,2,2,2,6,78,1.3,7065600,0
15072,610,238,32,2,2,3,3,3,4,77,0,0,0
15073,610,327,25,6,4,4,4,4,3,77,0,0,0
15074,610,309,1,8,15,5,5,5,2,76,0,0,0
15075,610,304,1,7,3,6,6,6,1,76,0,0,0
15076,610,333,34,9,25,7,7,7,0,75,0,0,0
15077,610,305,63,23,13,8,8,8,0,75,0,0,0
15078,610,231,37,27,18,9,9,9,0,73,0,0,0
15079,610,262,58,17,22,10,10,10,0,72,0,0,0
15080,610,290,34,11,9,11,11,11,0,71,0,0,0
15081,610,197,37,14,14,0,0,12,0,67,0,0,0
15082,610,289,58,12,24,0,0,13,0,62,0,0,0
15083,610,232,6,4,16,0,0,14,0,58,0,0,0
15084,610,199,34,10,19,0,0,15,0,46,0,0,0
15085,610,235,6,3,7,0,0,16,0,44,0,0,0
15086,610,307,80,25,10,0,0,17,0,41,0,0,0
15087,610,306,66,20,11,0,0,18,0,39,0,0,0
15088,610,250,63,24,17,0,0,19,0,31,0,0,0
15089,610,259,37,18,23,0,0,20,0,31,0,0,0
15090,610,330,80,26,21,0,0,21,0,30,0,0,0
15091,610,182,66,21,6,0,0,22,0,24,0,0,0
15092,610,278,81,22,12,0,0,23,0,22,0,0,0
15093,610,223,66,19,8,0,0,24,0,15,0,0,0
15094,610,329,37,15,20,0,0,25,0,3,0,0,0
15095,611,304,1,7,6,1,1,1,9,80,56:46.0,7006049,0
15096,611,238,32,2,1,2,2,2,6,80,4.039,7010088,0
15097,611,327,25,6,2,3,3,3,4,80,14.667,7020716,0
15098,611,199,34,10,5,4,4,4,3,80,18.068,7024117,0
15099,611,328,25,5,3,5,5,5,2,80,25.998,7032047,0
15100,611,235,6,3,8,6,6,6,1,79,0,0,0
15101,611,309,1,8,7,7,7,7,0,79,0,0,0
15102,611,329,37,15,21,8,8,8,0,78,0,0,0
15103,611,223,66,19,12,9,9,9,0,77,0,0,0
15104,611,250,63,24,16,10,10,10,0,77,0,0,0
15105,611,307,80,25,11,11,11,11,0,77,0,0,0
15106,611,224,32,1,4,12,12,12,0,76,0,0,0
15107,611,182,66,21,15,13,13,13,0,75,0,0,0
15108,611,332,58,16,19,14,14,14,0,74,0,0,0
15109,611,306,66,20,9,0,0,15,0,57,0,0,0
15110,611,262,58,17,17,0,0,16,0,50,0,0,0
15111,611,305,63,23,10,0,0,17,0,41,0,0,0
15112,611,197,37,14,20,0,0,18,0,38,0,0,0
15113,611,289,58,12,18,0,0,19,0,16,0,0,0
15114,611,290,34,11,12,0,0,20,0,0,0,0,0
15115,611,317,37,27,14,0,0,21,0,0,0,0,0
15116,612,238,32,2,5,1,1,1,9,54,41:36.5,6096520,0
15117,612,327,25,6,4,2,2,2,6,54,40.92,6137440,0
15118,612,199,34,10,8,3,3,3,4,54,46.48,6143000,0
15119,612,328,25,5,1,4,4,4,3,54,46.93,6143450,0
15120,612,235,6,3,12,5,5,5,2,54,48.9,6145420,0
15121,612,231,37,27,14,6,6,6,1,54,+1:22.54,6179060,0
15122,612,232,6,4,10,7,7,7,0,54,+1:29.19,6185710,0
15123,612,304,1,7,6,8,8,8,0,54,+1:29.53,6186050,0
15124,612,182,66,21,17,9,9,9,0,54,+1:45.76,6202280,0
15125,612,289,58,12,16,10,10,10,0,53,0,0,0
15126,612,306,66,20,15,11,11,11,0,53,0,0,0
15127,612,223,66,19,9,12,12,12,0,53,0,0,0
15128,612,250,63,24,18,13,13,13,0,51,0,0,0
15129,612,307,80,25,24,14,14,14,0,51,0,0,0
15130,612,313,57,29,25,15,15,15,0,51,0,0,0
15131,612,290,34,11,19,16,16,16,0,50,0,0,0
15132,612,222,1,8,2,0,0,17,0,43,0,0,0
15133,612,224,32,1,3,0,0,18,0,41,0,0,0
15134,612,305,63,23,11,0,0,19,0,29,0,0,0
15135,612,333,34,9,13,0,0,20,0,28,0,0,0
15136,612,317,37,15,22,0,0,21,0,20,0,0,0
15137,612,332,58,16,20,0,0,22,0,16,0,0,0
15138,612,280,80,26,23,0,0,23,0,16,0,0,0
15139,612,197,37,14,7,0,0,24,0,7,0,0,0
15140,612,262,58,17,21,0,0,25,0,0,0,0,0
15141,613,309,1,8,3,1,1,1,9,67,29:18.5,5358500,0
15142,613,238,32,2,1,2,2,2,6,67,2.8,5361300,0
15143,613,304,1,7,2,3,3,3,4,67,3,5361500,0
15144,613,231,37,27,11,4,4,4,3,67,3.4,5361900,0
15145,613,327,25,6,7,5,5,5,2,67,36.6,5395100,0
15146,613,199,34,10,8,6,6,6,1,67,44.7,5403200,0
15147,613,223,66,19,10,7,7,7,0,67,+1:11.7,5430200,0
15148,613,235,6,3,19,8,8,8,0,67,+1:17.4,5435900,0
15149,613,307,80,25,18,9,9,9,0,66,0,0,0
15150,613,328,25,5,4,10,10,10,0,66,0,0,0
15151,613,329,37,15,24,11,11,11,0,65,0,0,0
15152,613,182,66,21,9,12,12,12,0,63,0,0,0
15153,613,313,57,28,21,13,13,13,0,61,0,0,0
15154,613,290,34,11,13,0,0,14,0,44,0,0,0
15155,613,224,32,1,5,0,0,15,0,36,0,0,0
15156,613,187,34,29,23,0,0,16,0,36,0,0,0
15157,613,289,58,12,27,0,0,17,0,24,0,0,0
15158,613,278,81,22,29,0,0,18,0,6,0,0,0
15159,613,222,1,30,6,0,0,19,0,0,0,0,0
15160,613,305,63,23,12,0,0,20,0,0,0,0,0
15161,613,200,63,31,14,0,0,21,0,0,0,0,0
15162,613,250,63,24,15,0,0,22,0,0,0,0,0
15163,613,306,66,20,17,0,0,23,0,0,0,0,0
15164,613,333,34,9,20,0,0,24,0,0,0,0,0
15165,613,335,37,14,22,0,0,25,0,0,0,0,0
15166,613,332,58,16,25,0,0,26,0,0,0,0,0
15167,613,262,58,17,26,0,0,27,0,0,0,0,0
15168,613,336,80,26,28,0,0,28,0,0,0,0,0
15169,613,259,37,18,16,0,0,29,0,0,0,0,0
15170,614,328,25,5,2,1,1,1,9,72,39:12.5,5952450,0
15171,614,327,25,6,3,2,2,2,6,72,15.83,5968280,0
15172,614,231,37,27,7,3,3,3,4,72,+1:03.01,6015460,0
15173,614,309,1,8,6,4,4,4,3,72,+1:09.13,6021580,0
15174,614,306,66,20,9,5,5,5,2,72,+1:13.37,6025820,0
15175,614,298,80,26,20,6,6,6,1,70,0,0,0
15176,614,250,63,24,8,7,7,7,0,69,0,0,0
15177,614,223,66,19,12,8,8,8,0,68,0,0,0
15178,614,307,80,25,15,9,9,9,0,68,0,0,0
15179,614,332,58,16,22,10,10,10,0,67,0,0,0
15180,614,238,32,2,1,11,11,11,0,66,0,0,0
15181,614,289,58,12,17,0,0,12,0,56,0,0,0
15182,614,182,66,21,11,0,0,13,0,52,0,0,0
15183,614,305,63,23,24,0,0,14,0,52,0,0,0
15184,614,304,1,7,4,0,0,15,0,31,0,0,0
15185,614,290,34,11,13,0,0,16,0,27,0,0,0
15186,614,278,81,22,19,0,0,17,0,22,0,0,0
15187,614,199,34,10,5,0,0,18,0,9,0,0,0
15188,614,259,37,18,21,0,0,19,0,8,0,0,0
15189,614,335,37,14,18,0,0,20,0,7,0,0,0
15190,614,224,32,1,16,0,0,21,0,2,0,0,0
15191,614,329,37,15,23,0,0,22,0,2,0,0,0
15192,614,262,58,17,10,0,0,23,0,1,0,0,0
15193,614,313,57,28,14,0,0,24,0,0,0,0,0
15194,615,328,25,5,1,1,1,1,9,14,42:03.0,6123000,0
15195,615,327,25,6,3,2,2,2,6,14,1.6,6124600,0
15196,615,235,1,30,4,3,3,3,4,14,41.2,6164200,0
15197,615,250,63,24,11,4,4,4,3,14,53.8,6176800,0
15198,615,290,34,11,13,5,5,5,2,14,+1:19.9,6202900,0
15199,615,224,32,1,14,6,6,6,1,14,+1:24.3,6207300,0
15200,615,200,63,31,15,7,7,7,0,14,+1:25.2,6208200,0
15201,615,262,58,17,17,8,8,8,0,14,+1:25.7,6208700,0
15202,615,309,1,8,7,9,9,9,0,14,+2:11.8,6254800,0
15203,615,280,80,26,12,10,10,10,0,14,+2:22.5,6265500,0
15204,615,243,34,9,16,11,11,11,0,14,+3:27.3,6330300,0
15205,615,304,1,7,8,12,12,12,0,14,+3:38.7,6341700,0
15206,615,289,58,12,20,13,13,13,0,14,+3:49.0,6352000,0
15207,615,305,63,23,18,14,14,14,0,13,0,0,0
15208,615,259,37,18,22,15,15,15,0,13,0,0,0
15209,615,329,37,15,19,16,16,16,0,13,0,0,0
15210,615,199,34,10,6,0,0,17,0,7,0,0,0
15211,615,223,66,19,10,0,0,18,0,7,0,0,0
15212,615,332,58,16,21,0,0,19,0,5,0,0,0
15213,615,306,66,20,9,0,0,20,0,4,0,0,0
15214,615,182,66,21,5,0,0,21,0,1,0,0,0
15215,615,238,32,2,2,0,0,22,0,0,0,0,0
15216,616,238,32,2,2,1,1,1,9,54,28:48.8,5328780,0
15217,616,328,25,5,7,2,2,2,6,54,9.01,5337790,0
15218,616,250,63,24,8,3,3,3,4,54,46.64,5375420,0
15219,616,199,34,10,5,4,4,4,3,54,47.91,5376690,0
15220,616,306,66,20,13,5,5,5,2,54,+1:21.30,5410080,0
15221,616,223,66,19,14,6,6,6,1,54,+1:38.40,5427180,0
15222,616,232,6,4,6,7,7,7,0,53,0,0,0
15223,616,304,1,7,3,8,8,8,0,53,0,0,0
15224,616,298,80,26,23,9,9,9,0,52,0,0,0
15225,616,305,63,23,15,10,10,10,0,49,0,0,0
15226,616,224,32,1,1,0,0,11,0,48,0,0,0
15227,616,307,80,25,21,0,0,12,0,44,0,0,0
15228,616,197,37,18,12,0,0,13,0,37,0,0,0
15229,616,313,57,28,19,0,0,14,0,34,0,0,0
15230,616,290,34,11,16,0,0,15,0,31,0,0,0
15231,616,289,58,12,22,0,0,16,0,28,0,0,0
15232,616,332,58,16,20,0,0,17,0,23,0,0,0
15233,616,243,34,9,17,0,0,18,0,21,0,0,0
15234,616,262,58,17,18,0,0,19,0,9,0,0,0
15235,616,327,25,6,10,0,0,20,0,6,0,0,0
15236,616,231,37,27,9,0,0,21,0,3,0,0,0
15237,616,309,1,8,4,0,0,22,0,0,0,0,0
15238,616,329,37,15,11,0,0,23,0,0,0,0,0
15239,617,238,32,2,1,1,1,1,9,55,29:17.0,5357000,0
15240,617,224,32,1,4,2,2,2,6,55,0.8,5357800,0
15241,617,309,1,8,2,3,3,3,4,55,28.8,5385800,0
15242,617,328,25,5,6,4,4,4,3,55,33.2,5390200,0
15243,617,327,25,6,11,5,5,5,2,55,46.2,5403200,0
15244,617,199,34,10,10,6,6,6,1,55,59.8,5416800,0
15245,617,305,63,23,8,7,7,7,0,55,+1:28.7,5445700,0
